uf,regiao,bioma,mes,precipitacao_mm,precipitacao_max_24h_mm,dias_com_chuva,temperatura_media_c,umidade_relativa_pct,rajada_vento_max_kmh,altitude_m,declividade_media_pct,densidade_demografica_hab_km2,pct_area_urbana,indice_vegetacao_ndvi,tipo_desastre
AP,Norte,Amazonia,9,187.9,122.5,12,21.4,92.2,33.8,269.0,14.8,19.7,23.3,0.609,tempestade
DF,Centro-Oeste,Cerrado,6,83.8,28.0,6,24.7,70.1,49.9,946.0,8.5,63.4,28.2,0.424,nenhum
SP,Sudeste,Cerrado,11,274.4,57.0,22,21.6,85.0,30.0,347.0,8.8,36.7,16.0,0.704,inundacao
ES,Sudeste,Mata Atlantica,12,169.2,60.6,14,22.5,85.6,26.5,620.0,22.7,44.5,23.1,0.612,nenhum
PE,Nordeste,Cerrado,3,107.4,14.1,8,28.4,76.4,17.5,650.0,15.0,9.9,18.3,0.522,estiagem_seca
MG,Sudeste,Mata Atlantica,12,179.0,35.3,14,24.6,74.1,108.9,72.0,13.5,564.1,29.3,0.472,tempestade
RJ,Sudeste,Mata Atlantica,1,284.8,136.4,22,25.9,81.7,48.4,476.0,11.4,77.4,22.7,0.663,tempestade
RJ,Sudeste,Cerrado,2,193.4,29.0,15,23.4,90.0,38.4,1073.0,6.5,22.6,16.2,0.606,deslizamento
RN,Nordeste,Caatinga,1,115.6,25.3,12,32.4,73.0,34.9,334.0,10.7,15.0,19.3,0.318,incendio_florestal
AM,Norte,Cerrado,5,132.3,69.7,8,25.6,83.4,52.3,38.0,9.3,27.7,13.4,0.485,nenhum
RS,Sul,Mata Atlantica,12,82.8,50.7,2,19.2,81.3,61.9,139.0,20.3,286.2,27.7,0.336,nenhum
BA,Nordeste,Cerrado,8,90.9,28.3,5,26.9,61.3,38.1,430.0,14.9,475.0,26.6,0.312,nenhum
PE,Nordeste,Caatinga,8,38.3,11.4,2,24.2,72.3,50.0,165.0,16.0,19.1,21.6,0.301,inundacao
MT,Centro-Oeste,Pantanal,2,256.3,96.2,19,25.4,73.0,60.3,1052.0,25.5,25.6,22.9,0.595,deslizamento
ES,Sudeste,Mata Atlantica,7,32.8,11.5,4,18.2,74.5,57.7,1082.0,19.6,4.0,13.8,0.188,incendio_florestal
SC,Sul,Pampa,5,156.9,66.8,14,17.6,87.2,34.5,681.0,14.8,4.4,12.4,0.357,nenhum
RN,Nordeste,Cerrado,6,47.4,19.5,10,24.4,46.0,28.3,237.0,12.6,60.4,23.2,0.175,incendio_florestal
RS,Sul,Mata Atlantica,4,173.9,92.0,5,17.9,93.8,36.2,250.0,23.3,30.8,20.6,0.446,deslizamento
TO,Norte,Amazonia,3,250.1,111.2,22,26.6,100.0,41.5,20.0,3.3,28.8,20.1,0.671,inundacao
RJ,Sudeste,Mata Atlantica,12,185.2,50.7,11,23.1,77.1,42.4,988.0,14.2,23.5,18.4,0.58,nenhum
ES,Sudeste,Mata Atlantica,7,22.0,4.9,2,17.1,80.1,11.8,1073.0,17.9,80.0,17.3,0.224,estiagem_seca
AM,Norte,Amazonia,5,236.8,73.5,19,20.4,95.5,53.0,122.0,1.2,60.0,22.8,0.679,tempestade
PI,Nordeste,Caatinga,1,56.8,27.6,3,32.0,77.8,22.4,52.0,3.8,235.5,23.7,0.332,estiagem_seca
MS,Centro-Oeste,Amazonia,10,302.5,71.1,25,25.2,77.9,58.7,1550.0,5.5,2445.6,34.1,0.564,deslizamento
SC,Sul,Mata Atlantica,6,70.3,22.5,8,16.3,82.9,21.2,255.0,6.6,9.9,18.2,0.283,nenhum
RJ,Sudeste,Mata Atlantica,5,112.2,24.4,5,19.6,82.3,35.2,1078.0,17.4,7.7,16.2,0.518,tempestade
SC,Sul,Mata Atlantica,9,171.7,53.6,12,17.3,68.3,31.3,165.0,7.6,557.6,37.1,0.44,nenhum
RJ,Sudeste,Mata Atlantica,2,54.2,11.8,4,25.8,65.1,11.6,367.0,18.4,45.3,18.3,0.443,nenhum
DF,Centro-Oeste,Amazonia,7,53.7,11.9,4,15.4,69.1,22.1,689.0,2.5,165.8,22.8,0.218,incendio_florestal
MG,Sudeste,Mata Atlantica,11,276.6,105.8,20,24.8,88.2,68.4,799.0,17.0,9.2,14.8,0.666,tempestade
RR,Norte,Amazonia,6,169.5,32.2,14,22.8,82.5,24.5,115.0,2.9,10.1,12.8,0.438,nenhum
AM,Norte,Amazonia,1,591.2,334.4,25,25.8,100.0,41.9,97.0,6.0,181.5,18.8,0.533,inundacao
ES,Sudeste,Mata Atlantica,3,244.7,46.8,16,20.6,82.7,64.9,1128.0,14.7,7.6,17.9,0.617,nenhum
ES,Sudeste,Cerrado,1,474.9,267.2,27,23.4,89.0,56.0,43.0,17.1,425.9,37.4,0.666,inundacao
SE,Nordeste,Caatinga,7,39.8,15.0,5,22.2,54.2,21.9,190.0,6.4,175.3,18.7,0.248,incendio_florestal
RJ,Sudeste,Mata Atlantica,5,252.3,97.2,19,21.3,82.2,35.7,40.0,19.5,17.6,13.4,0.728,inundacao
MG,Sudeste,Mata Atlantica,2,333.4,129.4,24,21.3,87.3,83.8,16.0,23.0,511.4,24.0,0.594,tempestade
RS,Sul,Mata Atlantica,9,159.6,39.2,12,17.3,83.8,59.2,132.0,9.9,111.8,28.8,0.573,nenhum
SP,Sudeste,Mata Atlantica,3,139.9,21.7,6,25.7,64.8,23.9,136.0,7.3,36.6,22.8,0.403,deslizamento
MT,Centro-Oeste,Cerrado,5,72.7,31.3,6,21.9,54.2,35.9,773.0,3.3,57.0,28.5,0.426,nenhum
AL,Nordeste,Cerrado,12,190.2,54.4,20,29.5,73.1,32.6,276.0,20.3,2.7,14.7,0.579,estiagem_seca
MT,Centro-Oeste,Cerrado,1,161.8,57.1,17,24.5,72.9,33.1,688.0,10.1,6.7,13.5,0.456,nenhum
SP,Sudeste,Mata Atlantica,3,493.1,247.3,28,21.0,77.7,47.3,188.0,20.8,158.1,20.5,0.606,deslizamento
RS,Sul,Mata Atlantica,4,147.1,64.3,11,21.1,90.4,17.3,272.0,4.4,68.9,16.5,0.52,nenhum
GO,Centro-Oeste,Pantanal,7,46.5,23.4,6,23.9,67.6,20.2,851.0,12.1,445.2,28.7,0.195,inundacao
MA,Nordeste,Caatinga,3,142.7,84.1,10,32.2,70.7,56.0,82.0,10.1,89.8,28.2,0.469,tempestade
MA,Nordeste,Caatinga,12,115.5,38.1,9,28.9,74.5,55.2,433.0,10.2,8.2,17.2,0.383,incendio_florestal
MG,Sudeste,Cerrado,1,135.0,32.4,18,26.4,82.6,34.9,419.0,5.2,10.5,13.7,0.403,nenhum
MG,Sudeste,Cerrado,12,92.9,17.5,7,24.6,94.1,28.7,1315.0,23.1,14.5,16.2,0.336,nenhum
RO,Norte,Amazonia,7,71.4,22.6,4,26.0,85.5,29.9,3.0,7.1,20.6,21.5,0.231,incendio_florestal
AC,Norte,Amazonia,1,138.6,59.3,6,28.6,79.9,65.0,266.0,7.5,62.4,19.6,0.476,tempestade
SP,Sudeste,Mata Atlantica,2,503.6,154.4,27,23.9,86.6,74.6,458.0,11.3,294.3,23.3,0.671,inundacao
PB,Nordeste,Caatinga,2,87.4,43.5,7,31.5,63.2,59.6,535.0,4.2,126.8,28.9,0.293,incendio_florestal
RJ,Sudeste,Cerrado,4,183.5,45.2,18,24.2,74.5,37.7,17.0,18.8,328.3,26.0,0.473,nenhum
CE,Nordeste,Cerrado,4,97.2,19.0,9,27.8,50.9,28.7,298.0,8.2,90.8,15.4,0.3,incendio_florestal
CE,Nordeste,Caatinga,8,58.5,10.6,2,23.8,62.0,43.9,320.0,13.1,26.3,23.2,0.266,nenhum
SC,Sul,Pampa,4,50.5,10.4,6,19.2,78.8,26.2,94.0,16.8,6.2,17.4,0.346,nenhum
RN,Nordeste,Caatinga,9,30.7,10.2,0,26.0,61.7,34.1,242.0,8.7,127.3,29.5,0.193,estiagem_seca
CE,Nordeste,Mata Atlantica,4,85.3,20.4,2,30.1,51.1,34.3,20.0,4.9,42.9,20.7,0.384,estiagem_seca
SE,Nordeste,Mata Atlantica,4,71.8,25.5,6,28.0,65.2,32.8,160.0,6.7,162.2,30.1,0.355,nenhum
AP,Norte,Amazonia,4,205.8,101.5,16,26.9,84.4,29.0,76.0,4.9,20.0,20.7,0.5,tempestade
RO,Norte,Amazonia,4,156.4,71.2,11,28.0,98.7,41.1,294.0,6.9,572.9,28.1,0.626,nenhum
RO,Norte,Amazonia,11,275.0,57.1,22,25.3,100.0,29.4,122.0,9.6,576.7,25.9,0.711,nenhum
AL,Nordeste,Caatinga,3,83.0,17.7,10,30.0,57.8,12.1,634.0,16.7,13.4,21.1,0.336,incendio_florestal
TO,Norte,Amazonia,4,162.7,62.0,14,26.1,95.6,17.5,199.0,16.3,80.9,21.8,0.379,nenhum
ES,Sudeste,Mata Atlantica,12,94.1,35.3,6,24.7,76.7,31.0,723.0,24.5,4.7,11.6,0.338,nenhum
SP,Sudeste,Cerrado,8,33.3,10.9,5,21.1,67.1,19.5,567.0,16.5,14.4,13.6,0.431,estiagem_seca
MA,Nordeste,Caatinga,3,103.8,53.2,6,31.5,70.7,32.2,260.0,12.7,13.3,15.8,0.446,estiagem_seca
PE,Nordeste,Caatinga,11,37.5,13.2,1,28.5,61.8,15.3,112.0,11.5,20.0,17.3,0.253,estiagem_seca
MT,Centro-Oeste,Pantanal,3,220.9,118.7,19,27.5,86.1,59.2,887.0,5.0,32.8,15.2,0.596,tempestade
PR,Sul,Mata Atlantica,2,271.5,146.3,23,21.2,88.3,35.3,47.0,10.7,15.4,16.8,0.773,inundacao
SC,Sul,Mata Atlantica,6,137.3,49.8,7,18.0,78.0,42.1,474.0,5.3,62.2,17.8,0.5,nenhum
RR,Norte,Amazonia,9,147.1,66.8,10,25.3,97.1,58.4,188.0,7.6,5.0,16.6,0.463,nenhum
SE,Nordeste,Mata Atlantica,3,115.4,34.1,9,26.6,80.3,53.6,491.0,11.9,219.0,28.4,0.283,incendio_florestal
PI,Nordeste,Caatinga,10,48.6,20.2,2,30.4,62.1,37.8,139.0,1.2,10.0,15.4,0.304,estiagem_seca
AL,Nordeste,Caatinga,2,89.7,46.3,4,30.2,68.6,56.5,121.0,9.9,39.0,23.0,0.41,estiagem_seca
ES,Sudeste,Mata Atlantica,10,179.4,72.4,15,21.9,87.9,22.2,306.0,14.5,26.1,23.8,0.562,nenhum
MS,Centro-Oeste,Cerrado,2,182.0,62.6,14,25.5,71.4,27.0,1133.0,10.0,231.2,17.4,0.48,nenhum
PA,Norte,Amazonia,6,60.2,12.2,5,23.8,92.9,75.5,19.0,0.6,30.2,21.8,0.318,tempestade
PI,Nordeste,Caatinga,8,29.4,7.2,1,25.9,61.7,37.0,767.0,16.3,440.3,25.3,0.293,estiagem_seca
GO,Centro-Oeste,Cerrado,4,67.1,32.4,7,25.6,62.3,41.9,1132.0,21.5,84.5,24.7,0.423,nenhum
AP,Norte,Amazonia,8,54.0,14.5,8,24.3,88.1,29.9,165.0,5.3,12.1,17.5,0.296,nenhum
RJ,Sudeste,Cerrado,9,63.9,16.2,4,18.9,74.9,28.1,391.0,14.4,35.9,14.8,0.473,nenhum
AM,Norte,Amazonia,8,166.7,56.5,14,20.5,91.0,26.9,355.0,11.0,46.2,23.1,0.543,nenhum
PR,Sul,Pampa,5,161.9,83.0,15,20.2,89.1,46.7,709.0,7.8,148.7,19.1,0.47,nenhum
TO,Norte,Amazonia,10,142.2,51.1,11,27.1,91.5,43.8,151.0,1.2,63.6,26.5,0.382,incendio_florestal
ES,Sudeste,Cerrado,9,68.2,29.8,4,20.1,82.1,44.8,1120.0,14.0,35.4,16.3,0.198,nenhum
RS,Sul,Mata Atlantica,4,32.6,14.7,1,19.3,74.8,36.3,104.0,6.0,15.7,16.0,0.217,incendio_florestal
PR,Sul,Mata Atlantica,9,106.3,63.6,9,16.2,84.4,23.4,457.0,17.7,101.1,28.6,0.488,nenhum
MG,Sudeste,Mata Atlantica,12,530.1,198.4,27,22.7,82.9,33.0,30.0,20.8,29.1,16.4,0.647,deslizamento
RJ,Sudeste,Mata Atlantica,10,368.1,123.3,24,17.7,92.0,32.8,83.0,13.6,16.7,18.7,0.557,inundacao
ES,Sudeste,Cerrado,9,101.0,18.3,5,20.9,64.7,54.1,855.0,3.1,10.6,12.1,0.364,nenhum
MG,Sudeste,Mata Atlantica,10,130.8,46.8,6,22.9,77.4,40.7,380.0,20.3,230.1,18.2,0.461,nenhum
CE,Nordeste,Caatinga,10,44.8,15.6,3,25.8,52.4,48.3,387.0,7.4,5.3,16.8,0.283,incendio_florestal
SP,Sudeste,Mata Atlantica,4,210.1,85.4,16,22.6,84.2,35.9,1333.0,22.3,101.5,16.2,0.633,deslizamento
DF,Centro-Oeste,Cerrado,9,62.9,22.0,5,25.5,69.4,42.7,944.0,9.6,51.0,17.7,0.314,nenhum
SC,Sul,Mata Atlantica,3,86.6,39.4,4,19.9,82.5,17.7,557.0,15.1,21.8,22.2,0.325,nenhum
MS,Centro-Oeste,Cerrado,5,88.5,18.4,7,25.6,69.1,27.3,1410.0,12.5,16.9,18.4,0.376,nenhum
RN,Nordeste,Caatinga,12,55.8,24.1,6,30.9,62.8,24.4,515.0,15.2,50.8,18.0,0.244,incendio_florestal
SP,Sudeste,Mata Atlantica,4,108.7,55.2,12,24.4,74.5,80.9,582.0,15.7,22.1,15.7,0.438,tempestade
PI,Nordeste,Cerrado,11,55.4,16.0,7,26.9,69.5,24.6,414.0,12.3,20.8,15.8,0.259,incendio_florestal
BA,Nordeste,Caatinga,6,114.7,17.4,9,23.9,70.8,19.2,337.0,13.8,219.4,22.7,0.402,nenhum
MT,Centro-Oeste,Cerrado,3,240.3,40.3,15,25.0,73.7,45.4,713.0,20.1,39.2,18.0,0.677,deslizamento
DF,Centro-Oeste,Cerrado,2,104.1,22.1,8,23.9,60.2,44.5,413.0,3.8,50.0,20.7,0.376,nenhum
MA,Nordeste,Caatinga,7,30.9,8.9,0,22.6,61.2,44.9,591.0,9.8,14.8,16.2,0.282,estiagem_seca
RN,Nordeste,Cerrado,6,186.2,86.6,20,21.7,59.2,33.1,738.0,15.2,219.7,31.4,0.566,nenhum
SE,Nordeste,Caatinga,7,52.5,10.1,0,23.1,68.6,41.1,87.0,1.0,308.7,33.9,0.219,incendio_florestal
PE,Nordeste,Caatinga,1,103.2,40.8,7,26.2,69.1,41.4,292.0,8.9,68.6,22.6,0.512,nenhum
BA,Nordeste,Caatinga,4,69.3,23.8,2,25.0,70.7,18.6,290.0,13.0,420.3,18.2,0.258,nenhum
SP,Sudeste,Mata Atlantica,1,84.7,17.5,7,27.2,77.9,9.0,606.0,10.8,21.9,19.3,0.457,nenhum
MA,Nordeste,Cerrado,4,162.6,55.0,13,27.9,66.6,27.9,201.0,10.3,196.2,23.0,0.53,nenhum
RS,Sul,Mata Atlantica,12,315.0,117.8,24,21.4,88.4,42.7,529.0,11.5,28.0,15.8,0.712,nenhum
RS,Sul,Mata Atlantica,2,107.0,19.6,6,21.5,83.7,14.8,336.0,9.6,24.0,18.8,0.483,nenhum
DF,Centro-Oeste,Cerrado,9,98.9,23.3,3,21.5,67.9,29.0,489.0,3.6,402.5,38.5,0.34,nenhum
RN,Nordeste,Caatinga,1,81.0,20.5,5,31.1,53.5,37.4,526.0,15.9,28.7,17.0,0.386,estiagem_seca
SP,Sudeste,Mata Atlantica,7,14.1,3.5,0,17.8,75.0,37.0,996.0,9.5,11.8,13.0,0.269,estiagem_seca
SP,Sudeste,Cerrado,12,211.7,62.2,21,23.5,87.8,72.9,86.0,9.5,3.2,10.9,0.686,tempestade
ES,Sudeste,Cerrado,5,140.5,35.2,9,21.4,82.0,45.3,799.0,17.2,50.0,18.7,0.547,nenhum
ES,Sudeste,Mata Atlantica,3,186.8,73.9,23,23.8,82.2,15.4,489.0,4.2,10.6,16.8,0.564,nenhum
MG,Sudeste,Cerrado,7,70.5,16.2,7,18.5,81.0,61.3,1102.0,19.3,955.3,22.1,0.314,nenhum
SP,Sudeste,Mata Atlantica,4,210.8,83.5,17,19.6,71.0,31.0,365.0,15.3,672.0,35.6,0.478,nenhum
PE,Nordeste,Cerrado,11,45.4,16.1,3,27.0,67.6,19.2,359.0,8.0,0.5,10.1,0.343,estiagem_seca
SP,Sudeste,Mata Atlantica,11,346.1,149.6,23,21.1,78.7,35.0,728.0,23.5,574.1,40.2,0.574,incendio_florestal
BA,Nordeste,Caatinga,8,33.0,6.4,3,25.2,63.3,19.7,743.0,6.6,15.3,17.8,0.16,incendio_florestal
MG,Sudeste,Mata Atlantica,8,66.5,24.2,7,20.1,65.0,8.9,492.0,19.4,323.2,19.2,0.331,nenhum
RS,Sul,Mata Atlantica,8,241.3,34.1,16,11.8,87.1,24.4,227.0,10.1,242.0,32.8,0.618,nenhum
CE,Nordeste,Caatinga,9,34.1,18.7,1,24.0,73.1,37.8,553.0,3.2,369.4,35.4,0.289,estiagem_seca
ES,Sudeste,Mata Atlantica,6,69.3,28.7,1,15.5,78.6,4.5,832.0,11.7,734.2,25.2,0.325,nenhum
RO,Norte,Amazonia,12,343.9,105.0,28,27.0,99.2,44.0,230.0,11.8,8.7,16.3,0.607,inundacao
RJ,Sudeste,Mata Atlantica,5,92.9,42.2,8,16.0,78.6,43.9,539.0,5.2,10.3,14.5,0.473,nenhum
TO,Norte,Amazonia,1,557.8,207.6,24,28.6,88.8,50.7,205.0,14.9,166.4,28.5,0.497,deslizamento
SC,Sul,Mata Atlantica,9,207.3,69.8,17,18.5,93.2,42.0,620.0,23.2,58.5,25.4,0.467,deslizamento
BA,Nordeste,Caatinga,8,51.6,23.1,6,25.4,64.3,24.8,614.0,7.9,136.2,21.7,0.287,incendio_florestal
PR,Sul,Pampa,12,194.4,100.1,16,22.8,88.5,27.4,497.0,10.8,29.2,13.7,0.564,tempestade
MG,Sudeste,Mata Atlantica,5,84.1,24.2,7,21.5,85.1,22.7,765.0,11.0,186.4,23.6,0.34,nenhum
ES,Sudeste,Mata Atlantica,6,30.2,16.5,3,18.3,75.7,27.6,1421.0,25.8,7.1,12.9,0.233,incendio_florestal
ES,Sudeste,Mata Atlantica,7,83.0,19.0,6,19.3,70.9,45.5,524.0,17.1,935.2,28.9,0.405,nenhum
ES,Sudeste,Mata Atlantica,5,79.5,26.7,7,23.1,76.1,13.3,827.0,19.7,2005.1,46.3,0.266,nenhum
PR,Sul,Mata Atlantica,10,250.0,112.5,17,20.0,93.3,39.1,149.0,16.5,3.3,10.5,0.597,deslizamento
PB,Nordeste,Caatinga,6,75.7,11.6,6,23.8,64.7,28.6,24.0,11.2,515.6,25.2,0.361,nenhum
MG,Sudeste,Mata Atlantica,10,114.8,75.7,5,20.0,63.5,56.0,1656.0,14.4,3.6,13.1,0.387,nenhum
PA,Norte,Amazonia,6,145.1,60.0,11,24.7,92.9,60.8,157.0,3.7,118.3,23.6,0.398,nenhum
RJ,Sudeste,Mata Atlantica,3,145.4,22.1,12,20.3,75.0,34.3,822.0,19.0,11.8,13.9,0.488,nenhum
PB,Nordeste,Caatinga,12,68.8,29.0,8,29.5,67.7,34.6,115.0,12.9,98.4,27.8,0.427,estiagem_seca
ES,Sudeste,Cerrado,7,26.8,13.5,0,18.3,56.6,31.9,421.0,5.9,7.6,13.6,0.129,incendio_florestal
MG,Sudeste,Cerrado,9,90.9,16.3,3,18.9,77.9,68.3,357.0,20.5,91.0,17.9,0.268,nenhum
DF,Centro-Oeste,Cerrado,8,62.8,48.8,4,23.5,63.5,23.2,650.0,5.8,37.3,24.7,0.248,nenhum
GO,Centro-Oeste,Cerrado,5,71.6,17.6,7,27.1,66.3,13.5,191.0,4.3,33.2,23.5,0.447,nenhum
SP,Sudeste,Cerrado,12,276.1,97.4,22,23.8,81.1,27.7,120.0,7.4,84.6,23.9,0.572,inundacao
SP,Sudeste,Cerrado,5,68.8,20.9,4,21.3,73.8,50.4,1056.0,4.8,3.8,11.7,0.433,nenhum
GO,Centro-Oeste,Cerrado,12,156.0,40.7,13,27.5,76.4,40.6,412.0,5.0,125.1,31.7,0.518,nenhum
SP,Sudeste,Cerrado,6,97.6,17.5,8,19.4,69.4,19.7,609.0,29.1,30.9,16.9,0.475,deslizamento
SC,Sul,Pampa,1,117.7,13.7,10,24.7,75.4,33.0,336.0,9.9,4.8,13.8,0.378,nenhum
PA,Norte,Amazonia,1,519.1,126.1,27,29.2,100.0,58.2,143.0,9.7,136.9,31.4,0.634,inundacao
RR,Norte,Amazonia,12,394.0,189.6,25,28.2,92.6,56.2,187.0,14.2,19.4,20.8,0.708,deslizamento
RR,Norte,Amazonia,7,106.7,59.2,3,24.0,84.1,16.6,213.0,12.6,45.6,20.6,0.429,nenhum
MG,Sudeste,Mata Atlantica,5,80.1,12.6,1,20.3,70.5,44.1,1118.0,17.6,80.7,22.0,0.548,nenhum
MT,Centro-Oeste,Cerrado,10,93.3,12.4,8,23.8,64.0,49.6,164.0,8.2,44.6,18.0,0.52,nenhum
ES,Sudeste,Mata Atlantica,8,30.7,4.0,0,21.2,78.1,27.0,919.0,16.9,47.0,24.9,0.335,inundacao
SP,Sudeste,Mata Atlantica,8,113.5,31.0,8,20.0,66.5,31.9,917.0,5.1,119.5,31.5,0.433,nenhum
PB,Nordeste,Cerrado,9,28.0,11.3,2,25.4,58.9,31.8,134.0,0.7,32.7,24.2,0.306,estiagem_seca
RS,Sul,Mata Atlantica,3,116.9,24.8,10,20.9,74.9,78.3,416.0,22.1,229.1,25.3,0.485,tempestade
MG,Sudeste,Mata Atlantica,2,239.2,110.8,17,23.7,85.1,47.1,112.0,18.0,276.0,36.0,0.721,inundacao
SE,Nordeste,Caatinga,9,27.2,10.5,3,30.2,58.6,33.9,604.0,16.6,20.5,13.0,0.23,estiagem_seca
PE,Nordeste,Caatinga,1,69.7,17.2,4,29.2,64.1,36.3,78.0,2.3,21.3,16.4,0.435,nenhum
PE,Nordeste,Mata Atlantica,9,47.4,26.4,2,25.9,57.5,13.9,84.0,7.5,126.3,29.2,0.292,incendio_florestal
MA,Nordeste,Caatinga,2,131.1,67.1,16,31.1,65.6,48.5,42.0,4.7,609.0,39.8,0.466,estiagem_seca
PE,Nordeste,Caatinga,4,139.2,35.3,6,24.9,81.1,63.9,933.0,12.8,256.2,35.6,0.426,nenhum
SC,Sul,Mata Atlantica,9,204.5,104.2,13,16.9,84.6,66.5,83.0,3.9,12.8,16.9,0.563,tempestade
MT,Centro-Oeste,Amazonia,8,60.5,19.4,1,26.4,65.9,9.5,862.0,10.5,31.9,25.2,0.28,incendio_florestal
SE,Nordeste,Caatinga,10,42.7,13.8,3,24.4,71.0,23.5,267.0,9.2,14.5,18.2,0.308,incendio_florestal
MG,Sudeste,Mata Atlantica,8,90.2,39.4,8,20.0,69.9,42.7,872.0,21.5,447.5,33.5,0.376,nenhum
MG,Sudeste,Mata Atlantica,1,344.3,126.8,27,21.1,72.2,21.7,1251.0,15.9,93.3,24.0,0.626,inundacao
RS,Sul,Mata Atlantica,11,108.1,26.4,9,22.4,85.6,48.6,329.0,16.7,11.0,14.5,0.326,nenhum
ES,Sudeste,Mata Atlantica,3,121.2,50.9,5,25.4,85.4,22.6,13.0,19.4,25.6,15.3,0.497,nenhum
MS,Centro-Oeste,Cerrado,2,337.4,100.4,28,27.2,80.8,58.4,866.0,8.1,12.0,17.9,0.666,tempestade
AL,Nordeste,Caatinga,11,64.5,24.9,5,27.8,66.7,42.4,422.0,13.1,27.1,23.4,0.178,incendio_florestal
SC,Sul,Mata Atlantica,3,90.9,38.6,9,18.5,83.4,14.4,543.0,7.8,115.6,25.8,0.252,nenhum
RJ,Sudeste,Cerrado,7,38.7,6.1,3,18.8,82.9,50.7,510.0,22.3,19.5,18.9,0.311,incendio_florestal
PR,Sul,Mata Atlantica,6,107.3,52.0,8,15.2,75.0,12.9,160.0,24.7,56.8,20.6,0.456,nenhum
AM,Norte,Cerrado,10,408.1,145.9,21,25.7,97.3,30.0,45.0,6.7,78.6,20.7,0.744,nenhum
RS,Sul,Mata Atlantica,1,121.0,33.2,9,22.1,86.3,17.2,468.0,16.4,2.8,14.5,0.416,nenhum
ES,Sudeste,Mata Atlantica,2,348.5,40.7,27,21.2,80.2,83.8,806.0,19.2,3.8,10.9,0.651,tempestade
PA,Norte,Amazonia,5,179.8,23.2,10,26.8,84.6,41.7,150.0,1.3,24.1,19.6,0.582,nenhum
ES,Sudeste,Cerrado,6,139.8,87.7,13,17.8,73.7,39.3,693.0,2.7,13.0,13.5,0.429,estiagem_seca
SP,Sudeste,Cerrado,10,144.0,29.2,7,23.5,76.0,29.1,1282.0,10.3,91.6,24.4,0.407,incendio_florestal
AM,Norte,Amazonia,8,42.1,16.3,1,23.6,74.5,92.7,98.0,1.9,29.4,17.7,0.314,tempestade
DF,Centro-Oeste,Pantanal,2,348.3,162.8,29,24.1,75.1,41.2,131.0,8.8,144.8,17.6,0.694,inundacao
RJ,Sudeste,Cerrado,12,165.0,106.3,10,23.1,72.9,95.9,971.0,26.5,104.7,16.4,0.564,tempestade
MA,Nordeste,Mata Atlantica,6,64.9,40.8,5,25.4,75.5,35.7,38.0,19.2,179.8,30.8,0.311,nenhum
DF,Centro-Oeste,Cerrado,12,122.5,68.9,5,27.6,88.2,62.1,393.0,9.5,22.4,13.5,0.388,tempestade
DF,Centro-Oeste,Cerrado,12,186.8,45.2,14,29.2,74.2,64.9,1558.0,4.8,35.5,26.0,0.511,tempestade
AL,Nordeste,Mata Atlantica,1,39.2,7.0,3,30.1,57.8,23.5,521.0,11.7,1003.9,26.8,0.274,estiagem_seca
RS,Sul,Pampa,7,277.8,66.9,25,15.9,82.7,44.4,113.0,1.1,10.3,20.2,0.756,inundacao
SP,Sudeste,Mata Atlantica,6,130.5,20.2,6,19.4,72.8,56.9,829.0,16.6,134.6,22.8,0.493,nenhum
RR,Norte,Amazonia,6,75.8,10.2,5,23.8,93.1,11.3,72.0,9.3,225.1,31.7,0.331,nenhum
RS,Sul,Mata Atlantica,4,212.6,117.6,15,17.2,89.2,56.2,41.0,5.5,100.6,18.2,0.652,inundacao
SC,Sul,Mata Atlantica,7,92.6,18.3,8,14.1,81.7,46.3,579.0,16.6,189.0,20.1,0.475,nenhum
BA,Nordeste,Caatinga,6,63.5,12.0,3,23.7,82.0,44.4,108.0,4.8,49.4,22.7,0.234,nenhum
RJ,Sudeste,Cerrado,3,139.9,76.9,7,25.0,80.7,26.4,1010.0,17.0,102.0,30.7,0.441,nenhum
AC,Norte,Amazonia,4,301.0,92.2,25,26.8,90.8,15.3,278.0,9.2,69.0,28.2,0.53,inundacao
PR,Sul,Pampa,2,112.1,56.7,12,21.1,78.9,29.9,740.0,16.8,6.0,16.3,0.433,nenhum
ES,Sudeste,Mata Atlantica,11,215.1,100.3,13,22.9,95.1,32.8,986.0,11.5,35.6,23.9,0.561,tempestade
MG,Sudeste,Cerrado,9,78.0,31.6,6,18.7,72.6,47.0,668.0,11.8,5.1,17.2,0.462,nenhum
RR,Norte,Amazonia,5,112.0,29.1,12,23.7,86.6,25.4,31.0,10.3,127.6,28.7,0.476,nenhum
SC,Sul,Mata Atlantica,5,157.2,51.4,9,17.6,78.5,50.2,57.0,14.6,69.0,20.5,0.644,nenhum
TO,Norte,Amazonia,1,752.5,341.3,26,25.6,89.7,30.9,50.0,4.3,206.4,22.6,0.642,inundacao
AL,Nordeste,Mata Atlantica,4,82.2,32.0,7,28.6,62.1,51.5,75.0,11.0,9.0,15.7,0.398,nenhum
PE,Nordeste,Caatinga,12,43.9,8.2,3,28.8,77.8,26.1,132.0,20.0,57.3,27.8,0.272,estiagem_seca
MG,Sudeste,Mata Atlantica,1,260.7,112.5,19,24.3,89.6,45.2,494.0,22.4,60.3,14.8,0.778,deslizamento
